Time (ms),Accel_X (m/s^2),Accel_Y (m/s^2),Accel_Z (m/s^2),Temp (°C),Pressure (hPa)
724555,-8.47,-5.02,-4.86,21.33,1026.07
724677,-8.47,-5.02,-4.79,21.33,1026.07
724798,-8.47,-5.02,-4.79,21.33,1026.07
724920,-8.51,-5.02,-4.79,21.33,1026.07
725042,-8.47,-5.02,-4.79,21.33,1026.07
725164,-8.43,-5.02,-4.79,21.33,1026.08
725286,-8.43,-5.02,-4.82,21.33,1026.07
725407,-8.47,-5.06,-4.79,21.33,1026.07
725528,-8.51,-5.02,-4.75,21.33,1026.07
725650,-8.47,-5.06,-4.79,21.33,1026.07
725772,-8.47,-5.02,-4.75,21.33,1026.07
725894,-8.47,-5.02,-4.75,21.33,1026.07
726016,-8.39,-5.02,-4.79,21.33,1026.07
726137,-8.47,-5.02,-4.79,21.33,1026.08
726258,-8.51,-5.02,-4.79,21.33,1026.08
726380,-8.47,-5.02,-4.75,21.33,1026.08
726502,-8.43,-5.06,-4.79,21.32,1026.07
726624,-8.43,-5.06,-4.79,21.33,1026.07
726746,-8.47,-5.02,-4.79,21.32,1026.07
726867,-8.47,-5.02,-4.75,21.33,1026.07
726989,-8.43,-5.06,-4.82,21.33,1026.07
727110,-8.51,-5.02,-4.79,21.32,1026.07
727232,-8.39,-5.02,-4.75,21.33,1026.08
727354,-8.47,-5.02,-4.75,21.33,1026.07
727476,-8.47,-5.06,-4.82,21.33,1026.07
727597,-8.43,-5.02,-4.82,21.33,1026.07
727719,-8.43,-5.02,-4.79,21.33,1026.07
727840,-8.43,-5.06,-4.71,21.33,1026.08
727962,-8.43,-5.06,-4.82,21.33,1026.08
728084,-8.47,-5.02,-4.75,21.33,1026.08
728206,-8.51,-4.98,-4.82,21.33,1026.08
728327,-8.43,-4.98,-4.75,21.33,1026.08
728449,-8.51,-5.02,-4.82,21.33,1026.08
728571,-8.47,-5.02,-4.75,21.33,1026.08
728692,-8.47,-5.02,-4.82,21.33,1026.08
728814,-8.43,-5.02,-4.79,21.33,1026.08
728936,-8.51,-5.02,-4.82,21.33,1026.08
729057,-8.43,-5.02,-4.79,21.33,1026.08
729179,-8.47,-5.02,-4.79,21.33,1026.08
729301,-8.51,-4.98,-4.82,21.33,1026.08
729423,-8.51,-4.98,-4.75,21.33,1026.07
729544,-8.43,-4.98,-4.75,21.33,1026.07
729665,-8.47,-4.98,-4.86,21.33,1026.07
729787,-8.51,-4.98,-4.82,21.32,1026.06
729909,-8.55,-4.98,-4.82,21.32,1026.07
730031,-8.51,-4.94,-4.86,21.32,1026.07
730153,-8.47,-5.02,-4.86,21.32,1026.07
730275,-8.51,-5.02,-4.79,21.32,1026.07
730395,-8.47,-5.02,-4.82,21.32,1026.07
730517,-8.51,-4.98,-4.82,21.32,1026.08
730639,-8.47,-4.98,-4.79,21.32,1026.08
730761,-8.47,-4.98,-4.75,21.32,1026.07
730883,-8.51,-4.98,-4.82,21.32,1026.07
731005,-8.51,-4.98,-4.79,21.32,1026.07
731125,-8.47,-4.98,-4.79,21.32,1026.08
731247,-8.47,-5.02,-4.86,21.32,1026.08
731369,-8.51,-5.02,-4.79,21.32,1026.08
731491,-8.47,-4.98,-4.79,21.32,1026.08
731613,-8.51,-4.98,-4.82,21.32,1026.08
731735,-8.47,-5.02,-4.82,21.32,1026.08
731856,-8.51,-4.98,-4.82,21.32,1026.08
731977,-8.51,-5.02,-4.79,21.32,1026.08
732099,-8.51,-5.02,-4.79,21.32,1026.08
732221,-8.51,-5.02,-4.82,21.32,1026.08
732343,-8.51,-5.02,-4.82,21.32,1026.08
732465,-8.47,-5.02,-4.86,21.32,1026.08
732586,-8.47,-4.98,-4.79,21.32,1026.07
732708,-8.51,-4.98,-4.86,21.32,1026.08
732829,-8.51,-4.98,-4.82,21.32,1026.08
732951,-8.51,-5.02,-4.82,21.32,1026.07
733073,-8.47,-4.94,-4.75,21.32,1026.07
733195,-8.47,-5.02,-4.79,21.32,1026.07
733316,-8.43,-5.02,-4.79,21.32,1026.07
733438,-8.51,-4.98,-4.86,21.32,1026.07
733560,-8.43,-5.02,-4.82,21.32,1026.07
733681,-8.47,-5.02,-4.79,21.32,1026.06
733803,-8.51,-5.02,-4.79,21.32,1026.06
733924,-8.47,-5.02,-4.82,21.32,1026.06
734046,-8.43,-5.02,-4.82,21.32,1026.06
734168,-8.51,-5.02,-4.82,21.32,1026.06
734290,-8.51,-4.98,-4.79,21.32,1026.06
734411,-8.47,-5.02,-4.82,21.32,1026.06
734533,-8.47,-5.06,-4.82,21.32,1026.06
734654,-8.47,-5.02,-4.75,21.32,1026.06
734776,-8.43,-5.02,-4.75,21.32,1026.06
734898,-8.47,-5.02,-4.82,21.32,1026.06
735020,-8.47,-5.02,-4.82,21.32,1026.06
735142,-8.47,-5.02,-4.86,21.32,1026.06
735263,-8.47,-5.02,-4.79,21.32,1026.06
735384,-8.47,-5.02,-4.82,21.32,1026.06
735506,-8.55,-5.02,-4.75,21.32,1026.06
735628,-8.47,-4.98,-4.79,21.32,1026.06
735750,-8.43,-5.02,-4.82,21.32,1026.06
735872,-8.51,-4.98,-4.75,21.32,1026.06
735994,-8.51,-5.02,-4.82,21.32,1026.06
736114,-8.47,-4.98,-4.79,21.32,1026.07
736236,-8.43,-5.02,-4.79,21.32,1026.07
736358,-8.51,-4.98,-4.79,21.32,1026.07
736480,-8.43,-5.02,-4.82,21.32,1026.07
736602,-8.43,-5.06,-4.82,21.32,1026.07
736724,-8.51,-4.98,-4.79,21.32,1026.07
736845,-8.51,-4.98,-4.79,21.32,1026.06
736966,-8.47,-5.02,-4.82,21.32,1026.06
737088,-8.47,-5.02,-4.79,21.32,1026.07
737210,-8.47,-5.02,-4.86,21.32,1026.06
737332,-8.47,-5.02,-4.79,21.32,1026.06
737453,-8.51,-5.02,-4.79,21.32,1026.06
737575,-8.47,-5.02,-4.79,21.32,1026.06
737696,-8.43,-5.02,-4.79,21.32,1026.06
737818,-8.51,-5.02,-4.82,21.32,1026.06
737940,-8.47,-5.02,-4.86,21.32,1026.07
738062,-8.47,-5.02,-4.82,21.31,1026.06
738183,-8.51,-4.98,-4.79,21.32,1026.06
738305,-8.51,-5.02,-4.75,21.32,1026.07
738427,-8.47,-4.98,-4.71,21.32,1026.07
738548,-8.51,-5.02,-4.82,21.31,1026.07
738670,-8.51,-5.02,-4.71,21.31,1026.07
738792,-8.43,-5.02,-4.79,21.31,1026.07
738913,-8.47,-5.02,-4.79,21.31,1026.07
739035,-8.47,-5.02,-4.79,21.31,1026.07
739157,-8.47,-5.02,-4.79,21.31,1026.07
739279,-8.43,-5.02,-4.82,21.31,1026.07
739400,-8.51,-5.02,-4.82,21.31,1026.07
739522,-8.43,-5.06,-4.79,21.31,1026.07
739643,-8.47,-5.02,-4.79,21.31,1026.07
739765,-8.47,-5.02,-4.79,21.31,1026.07
739887,-8.51,-5.02,-4.79,21.31,1026.06
740009,-8.47,-4.98,-4.75,21.31,1026.06
740131,-8.47,-5.02,-4.75,21.31,1026.06
740252,-8.47,-5.02,-4.75,21.31,1026.06
740373,-8.51,-5.06,-4.71,21.31,1026.06
740495,-8.47,-5.02,-4.79,21.31,1026.06
740617,-8.51,-4.98,-4.75,21.31,1026.06
740739,-8.47,-5.02,-4.75,21.31,1026.06
740861,-8.51,-5.02,-4.79,21.31,1026.05
740982,-8.47,-5.02,-4.79,21.31,1026.06
741103,-8.51,-5.02,-4.75,21.31,1026.06
741225,-8.51,-5.02,-4.75,21.31,1026.06
741347,-8.47,-5.02,-4.75,21.31,1026.06
741469,-8.47,-5.02,-4.75,21.31,1026.06
741591,-8.47,-5.02,-4.79,21.31,1026.06
741712,-8.43,-5.02,-4.82,21.31,1026.06
741833,-8.47,-5.02,-4.82,21.31,1026.06
741955,-8.47,-5.02,-4.75,21.30,1026.06
742077,-8.51,-5.02,-4.79,21.30,1026.06
742199,-8.47,-5.02,-4.79,21.30,1026.06
742321,-8.51,-4.98,-4.82,21.31,1026.06
742442,-8.51,-5.02,-4.82,21.30,1026.06
742564,-8.47,-5.02,-4.71,21.30,1026.06
742685,-8.47,-5.02,-4.75,21.30,1026.06
742807,-8.47,-5.06,-4.79,21.30,1026.06
742929,-8.51,-5.02,-4.82,21.30,1026.05
743051,-8.43,-5.02,-4.71,21.30,1026.05
743172,-8.43,-5.06,-4.75,21.31,1026.06
743294,-8.51,-5.02,-4.79,21.31,1026.06
743416,-8.43,-5.02,-4.75,21.31,1026.06
743537,-8.51,-5.02,-4.82,21.31,1026.06
743659,-8.51,-5.02,-4.86,21.31,1026.06
743781,-8.51,-4.98,-4.86,21.31,1026.06
743902,-8.51,-5.02,-4.79,21.31,1026.06
744024,-8.43,-5.02,-4.82,21.30,1026.06
744146,-8.51,-5.02,-4.79,21.30,1026.06
744267,-8.51,-5.02,-4.79,21.30,1026.06
744389,-8.47,-5.02,-4.71,21.30,1026.06
744511,-8.47,-4.98,-4.75,21.30,1026.05
744632,-8.47,-4.98,-4.82,21.30,1026.05
744754,-8.43,-5.02,-4.75,21.30,1026.05
744876,-8.43,-5.06,-4.82,21.30,1026.05
744998,-8.51,-4.94,-4.79,21.30,1026.05
745119,-8.47,-5.02,-4.82,21.30,1026.05
745241,-8.47,-4.98,-4.82,21.30,1026.05
745362,-8.47,-5.02,-4.79,21.30,1026.06
745484,-8.51,-4.98,-4.82,21.30,1026.05
745606,-8.51,-5.02,-4.82,21.30,1026.05
745728,-8.47,-5.02,-4.82,21.30,1026.05
745850,-8.51,-4.98,-4.79,21.30,1026.04
745970,-8.47,-5.02,-4.79,21.30,1026.04
746092,-8.47,-4.98,-4.79,21.30,1026.04
746214,-8.51,-4.98,-4.79,21.30,1026.04
746336,-8.47,-5.02,-4.79,21.30,1026.04
746458,-8.51,-5.02,-4.79,21.30,1026.04
746580,-8.51,-4.98,-4.75,21.30,1026.04
746701,-8.43,-5.02,-4.79,21.30,1026.04
746822,-8.51,-5.02,-4.79,21.30,1026.04
746944,-8.51,-4.98,-4.75,21.30,1026.04
747066,-8.47,-5.02,-4.79,21.30,1026.04
747188,-8.51,-4.98,-4.79,21.30,1026.04
747310,-8.47,-5.02,-4.75,21.30,1026.04
747431,-8.47,-5.02,-4.79,21.30,1026.04
747552,-8.51,-5.02,-4.79,21.30,1026.04
747674,-8.51,-4.98,-4.79,21.30,1026.04
747796,-8.43,-5.02,-4.79,21.30,1026.04
747918,-8.47,-5.02,-4.82,21.30,1026.03
748040,-8.47,-5.10,-4.79,21.30,1026.03
748161,-8.43,-5.02,-4.75,21.30,1026.03
748283,-8.47,-5.06,-4.79,21.30,1026.04
748404,-8.51,-5.02,-4.79,21.30,1026.04
748526,-8.47,-5.02,-4.79,21.30,1026.03
748648,-8.51,-4.98,-4.71,21.30,1026.04
748770,-8.47,-5.02,-4.75,21.30,1026.04
748891,-8.47,-5.02,-4.82,21.30,1026.04
749013,-8.51,-5.02,-4.79,21.30,1026.04
749135,-8.47,-5.02,-4.82,21.30,1026.04
749256,-8.47,-5.02,-4.79,21.30,1026.04
749378,-8.47,-5.06,-4.79,21.30,1026.04
749499,-8.43,-5.02,-4.75,21.30,1026.04
749621,-8.43,-5.02,-4.82,21.30,1026.04
749743,-8.47,-5.02,-4.75,21.30,1026.04
749865,-8.51,-5.02,-4.79,21.30,1026.03
749987,-8.51,-5.02,-4.79,21.30,1026.03
750108,-8.47,-5.02,-4.75,21.30,1026.03
750229,-8.47,-5.02,-4.75,21.30,1026.03
750351,-8.47,-5.02,-4.79,21.30,1026.03
750473,-8.47,-5.02,-4.75,21.30,1026.03
750595,-8.47,-5.02,-4.79,21.30,1026.04
750717,-8.43,-5.02,-4.82,21.30,1026.03
750838,-8.47,-5.02,-4.79,21.30,1026.04
750959,-8.43,-5.02,-4.82,21.29,1026.03
751081,-8.47,-5.02,-4.79,21.29,1026.03
751203,-8.47,-5.02,-4.79,21.29,1026.04
751325,-8.51,-4.98,-4.75,21.29,1026.04
751447,-8.47,-5.02,-4.86,21.29,1026.04
751569,-8.51,-5.02,-4.75,21.29,1026.04
751689,-8.51,-4.98,-4.79,21.29,1026.04
751811,-8.47,-4.98,-4.86,21.30,1026.04
751933,-8.47,-4.98,-4.82,21.30,1026.03
752055,-8.51,-5.02,-4.75,21.29,1026.03
752177,-8.47,-5.02,-4.79,21.29,1026.03
752299,-8.47,-4.98,-4.79,21.30,1026.03
752420,-8.51,-5.02,-4.79,21.30,1026.03
752541,-8.47,-5.02,-4.82,21.30,1026.03
752663,-8.51,-4.98,-4.79,21.30,1026.03
752785,-8.51,-5.02,-4.79,21.30,1026.03
752907,-8.43,-5.02,-4.82,21.30,1026.03
753029,-8.43,-5.06,-4.86,21.30,1026.03
753150,-8.43,-5.02,-4.75,21.29,1026.03
753272,-8.47,-5.02,-4.82,21.29,1026.03
753393,-8.51,-4.98,-4.82,21.29,1026.03
753515,-8.47,-5.02,-4.82,21.29,1026.03
753637,-8.47,-4.98,-4.82,21.29,1026.04
753758,-8.51,-5.02,-4.79,21.29,1026.03
753880,-8.47,-4.98,-4.79,21.29,1026.03
754002,-8.51,-5.02,-4.82,21.29,1026.04
754123,-8.47,-4.98,-4.75,21.29,1026.04
754245,-8.51,-5.02,-4.75,21.29,1026.04
754367,-8.55,-5.02,-4.79,21.29,1026.04
754488,-8.51,-4.98,-4.79,21.29,1026.04
754610,-8.47,-4.98,-4.75,21.29,1026.05
754732,-8.47,-4.98,-4.75,21.29,1026.04
754854,-8.47,-4.98,-4.82,21.29,1026.04
754975,-8.47,-5.02,-4.79,21.29,1026.04
755097,-8.47,-4.98,-4.75,21.29,1026.03
755218,-8.47,-5.02,-4.75,21.29,1026.03
755340,-8.47,-5.06,-4.79,21.29,1026.03
755462,-8.55,-4.98,-4.86,21.29,1026.03
755584,-8.51,-5.02,-4.79,21.29,1026.04
755706,-8.47,-5.02,-4.82,21.29,1026.03
755827,-8.51,-5.02,-4.75,21.29,1026.03
755948,-8.47,-5.02,-4.79,21.29,1026.03
756070,-8.47,-5.02,-4.82,21.29,1026.04
756192,-8.51,-4.98,-4.79,21.29,1026.04
756314,-8.43,-5.02,-4.79,21.29,1026.05
756436,-8.47,-5.02,-4.82,21.29,1026.04
756558,-8.51,-5.02,-4.79,21.29,1026.04
756678,-8.47,-5.02,-4.79,21.29,1026.05
756800,-8.43,-5.02,-4.75,21.29,1026.05
756922,-8.43,-5.02,-4.79,21.29,1026.04
757090,-8.47,-5.02,-4.79,21.29,1026.04
757212,-8.47,-5.02,-4.75,21.29,1026.04
757334,-8.47,-5.02,-4.86,21.29,1026.04
757456,-8.43,-5.02,-4.82,21.29,1026.04
757577,-8.43,-4.98,-4.82,21.29,1026.03
757698,-8.43,-5.06,-4.71,21.29,1026.03
757820,-8.43,-5.02,-4.86,21.29,1026.03
757942,-8.47,-5.02,-4.82,21.29,1026.04
758064,-8.43,-5.02,-4.86,21.29,1026.03
758186,-8.47,-5.02,-4.79,21.29,1026.03
758308,-8.47,-4.98,-4.82,21.29,1026.03
758428,-8.43,-5.06,-4.75,21.29,1026.03
758550,-8.51,-5.02,-4.75,21.29,1026.03
758672,-8.47,-5.02,-4.79,21.29,1026.03
758794,-8.47,-5.02,-4.75,21.29,1026.04
758916,-8.47,-5.02,-4.75,21.29,1026.04
759038,-8.43,-5.02,-4.82,21.29,1026.04
759158,-8.47,-5.02,-4.75,21.29,1026.04
759280,-8.51,-5.02,-4.75,21.29,1026.04
759402,-8.47,-5.02,-4.79,21.29,1026.03
759524,-8.47,-5.02,-4.82,21.29,1026.03
759646,-8.47,-5.02,-4.75,21.29,1026.03
759768,-8.51,-5.02,-4.82,21.29,1026.03
759889,-8.47,-5.02,-4.75,21.29,1026.03
760010,-8.43,-5.06,-4.75,21.29,1026.03
760132,-8.43,-5.02,-4.86,21.29,1026.02
760254,-8.47,-5.02,-4.79,21.29,1026.03
760376,-8.51,-5.06,-4.75,21.29,1026.03
760498,-8.51,-5.02,-4.79,21.29,1026.03
760619,-8.51,-5.02,-4.79,21.29,1026.03
760741,-8.47,-5.06,-4.79,21.29,1026.04
760862,-8.47,-5.02,-4.75,21.29,1026.03
760984,-8.47,-5.02,-4.79,21.29,1026.03
761106,-8.47,-5.02,-4.82,21.29,1026.04
761228,-8.47,-5.06,-4.75,21.29,1026.04
761349,-8.43,-5.06,-4.71,21.29,1026.04
761471,-8.47,-5.06,-4.71,21.29,1026.04
761593,-8.39,-5.10,-4.71,21.29,1026.04
761714,-8.43,-5.10,-4.63,21.29,1026.04
761836,-8.43,-5.06,-4.71,21.29,1026.04
761957,-8.43,-5.06,-4.71,21.29,1026.04
762079,-8.51,-5.02,-4.75,21.29,1026.04
762201,-8.43,-5.06,-4.79,21.29,1026.05
762323,-8.43,-5.06,-4.79,21.29,1026.05
762445,-8.47,-5.06,-4.79,21.29,1026.05
762566,-8.43,-5.06,-4.79,21.29,1026.04
762687,-8.47,-5.06,-4.82,21.29,1026.05
762809,-8.39,-5.10,-4.75,21.29,1026.04
762931,-8.43,-5.10,-4.71,21.29,1026.04
763053,-8.43,-5.02,-4.75,21.29,1026.05
763175,-8.43,-5.10,-4.71,21.29,1026.05
763296,-8.43,-5.06,-4.75,21.29,1026.04
763417,-8.43,-5.02,-4.71,21.29,1026.04
763539,-8.43,-5.02,-4.75,21.29,1026.05
763661,-8.43,-5.06,-4.79,21.29,1026.05
763783,-8.43,-5.06,-4.79,21.29,1026.05
763905,-8.47,-5.06,-4.75,21.29,1026.05
764027,-8.51,-5.02,-4.71,21.29,1026.05
764147,-8.39,-5.06,-4.79,21.29,1026.04
764269,-8.47,-5.10,-4.75,21.29,1026.04
764391,-8.43,-5.06,-4.75,21.29,1026.04
764513,-8.43,-5.02,-4.79,21.29,1026.05
764635,-8.51,-5.02,-4.75,21.29,1026.05
764757,-8.43,-5.06,-4.79,21.29,1026.04
764878,-8.43,-5.06,-4.79,21.29,1026.05
764999,-8.47,-5.02,-4.75,21.29,1026.04
765121,-8.47,-5.02,-4.79,21.29,1026.04
765243,-8.47,-5.06,-4.79,21.29,1026.04
765365,-8.43,-5.06,-4.75,21.29,1026.05
765486,-8.51,-5.02,-4.79,21.29,1026.05
765608,-8.47,-5.06,-4.82,21.29,1026.05
765730,-8.43,-4.98,-4.79,21.29,1026.05
765851,-8.51,-5.02,-4.79,21.29,1026.05
765973,-8.43,-5.06,-4.79,21.29,1026.05
766095,-8.47,-5.02,-4.79,21.29,1026.05
766216,-8.43,-5.06,-4.79,21.29,1026.05
766338,-8.47,-5.02,-4.75,21.29,1026.04
766460,-8.43,-5.02,-4.79,21.29,1026.04
766581,-8.51,-5.02,-4.79,21.28,1026.03
766703,-8.43,-5.06,-4.79,21.29,1026.04
766825,-8.47,-5.06,-4.75,21.29,1026.04
766946,-8.47,-5.06,-4.75,21.29,1026.04
767068,-8.43,-5.06,-4.75,21.29,1026.04
767190,-8.47,-5.02,-4.75,21.28,1026.04
767312,-8.47,-5.06,-4.75,21.28,1026.04
767433,-8.47,-5.06,-4.79,21.28,1026.04
767555,-8.47,-5.02,-4.71,21.28,1026.04
767676,-8.51,-5.02,-4.75,21.28,1026.04
767798,-8.47,-5.02,-4.82,21.28,1026.04
767920,-8.51,-5.02,-4.82,21.28,1026.04
768042,-8.47,-5.06,-4.82,21.28,1026.05
768164,-8.43,-5.02,-4.75,21.28,1026.05
768285,-8.43,-5.06,-4.79,21.28,1026.05
768406,-8.47,-5.02,-4.71,21.28,1026.05
768528,-8.47,-5.02,-4.75,21.28,1026.05
768650,-8.43,-5.06,-4.75,21.28,1026.05
768772,-8.43,-5.02,-4.82,21.28,1026.05
768894,-8.47,-5.02,-4.75,21.28,1026.05
769016,-8.43,-5.06,-4.75,21.28,1026.05
769136,-8.43,-5.06,-4.71,21.28,1026.05
769258,-8.47,-5.02,-4.79,21.28,1026.05
769380,-8.43,-5.10,-4.79,21.28,1026.05
769502,-8.43,-5.06,-4.79,21.28,1026.05
769624,-8.47,-5.06,-4.79,21.29,1026.05
769745,-8.47,-5.02,-4.79,21.28,1026.04
769866,-8.47,-5.06,-4.79,21.28,1026.04
769988,-8.39,-5.06,-4.71,21.28,1026.04
770110,-8.43,-5.06,-4.79,21.28,1026.04
770232,-8.47,-5.02,-4.75,21.28,1026.03
770354,-8.39,-5.06,-4.71,21.28,1026.03
770475,-8.47,-5.06,-4.75,21.28,1026.04
770597,-8.43,-5.06,-4.75,21.28,1026.04
770718,-8.43,-5.06,-4.79,21.28,1026.04
770840,-8.43,-5.02,-4.75,21.28,1026.04
770962,-8.43,-5.06,-4.79,21.29,1026.04
771084,-8.47,-5.02,-4.79,21.28,1026.04
771205,-8.51,-5.02,-4.79,21.28,1026.04
771327,-8.51,-5.02,-4.75,21.28,1026.03
771449,-8.47,-5.06,-4.71,21.28,1026.02
771570,-8.47,-5.02,-4.82,21.28,1026.02
771692,-8.43,-5.06,-4.79,21.28,1026.02
771814,-8.51,-5.02,-4.82,21.28,1026.02
771935,-8.47,-5.06,-4.79,21.28,1026.02
772100,-8.43,-5.06,-4.79,21.28,1026.03
772222,-8.43,-5.02,-4.79,21.28,1026.03
772344,-8.51,-5.02,-4.71,21.28,1026.03
772465,-8.47,-5.02,-4.75,21.28,1026.03
772587,-8.43,-5.06,-4.82,21.28,1026.04
772709,-8.51,-5.02,-4.79,21.28,1026.04
772830,-8.51,-5.02,-4.71,21.28,1026.03
772952,-8.43,-5.06,-4.75,21.28,1026.03
773074,-8.47,-5.02,-4.82,21.28,1026.03
773195,-8.47,-5.02,-4.75,21.28,1026.03
773317,-8.51,-5.02,-4.79,21.28,1026.03
773439,-8.43,-5.02,-4.82,21.28,1026.03
773560,-8.47,-5.02,-4.82,21.28,1026.03
773682,-8.51,-5.02,-4.79,21.28,1026.03
773804,-8.51,-5.02,-4.79,21.28,1026.03
773926,-8.43,-5.02,-4.75,21.28,1026.03
774047,-8.47,-5.06,-4.79,21.28,1026.03
774169,-8.51,-5.02,-4.71,21.28,1026.03
774290,-8.43,-5.02,-4.82,21.28,1026.03
774412,-8.47,-5.02,-4.82,21.28,1026.02
774534,-8.51,-5.02,-4.75,21.28,1026.02
774656,-8.51,-5.02,-4.82,21.28,1026.03
774778,-8.39,-5.10,-4.71,21.28,1026.03
774898,-8.47,-5.06,-4.71,21.28,1026.03
775020,-8.43,-5.06,-4.71,21.28,1026.03
775142,-8.39,-5.06,-4.75,21.28,1026.03
775264,-8.51,-5.02,-4.82,21.28,1026.04
775386,-8.47,-4.98,-4.75,21.28,1026.04
775508,-8.47,-5.02,-4.79,21.28,1026.04
775629,-8.51,-5.02,-4.86,21.28,1026.04
775750,-8.51,-4.98,-4.79,21.28,1026.04
775872,-8.43,-5.02,-4.79,21.28,1026.04
775994,-8.51,-5.02,-4.75,21.28,1026.04
776116,-8.43,-5.02,-4.75,21.28,1026.03
776238,-8.47,-5.02,-4.79,21.28,1026.03
776359,-8.51,-5.02,-4.75,21.28,1026.03
776480,-8.51,-4.98,-4.82,21.28,1026.03
776602,-8.47,-5.06,-4.79,21.28,1026.03
776724,-8.51,-5.02,-4.79,21.28,1026.03
776846,-8.47,-5.06,-4.79,21.28,1026.04
776968,-8.43,-5.06,-4.79,21.28,1026.04
777089,-8.47,-5.02,-4.79,21.28,1026.04
777211,-8.47,-5.02,-4.75,21.28,1026.04
777332,-8.39,-5.06,-4.75,21.28,1026.03
777454,-8.51,-5.02,-4.79,21.28,1026.03
777576,-8.51,-5.02,-4.71,21.28,1026.02
777698,-8.47,-5.02,-4.79,21.28,1026.02
777819,-8.47,-5.02,-4.79,21.28,1026.02
777941,-8.51,-5.06,-4.79,21.28,1026.02
778063,-8.47,-5.02,-4.82,21.28,1026.02
778184,-8.51,-5.02,-4.79,21.28,1026.02
778306,-8.43,-5.06,-4.71,21.28,1026.02
778428,-8.47,-5.02,-4.79,21.28,1026.02
778549,-8.43,-5.02,-4.79,21.28,1026.02
778671,-8.51,-5.06,-4.75,21.28,1026.03
778793,-8.43,-5.06,-4.79,21.28,1026.03
778915,-8.43,-5.02,-4.79,21.27,1026.03
779036,-8.51,-5.02,-4.79,21.28,1026.03
779157,-8.51,-4.98,-4.75,21.27,1026.03
779279,-8.51,-5.02,-4.75,21.27,1026.03
779401,-8.47,-5.02,-4.82,21.27,1026.03
779523,-8.47,-5.02,-4.75,21.27,1026.02
779645,-8.51,-5.02,-4.79,21.27,1026.02
779766,-8.47,-5.02,-4.82,21.27,1026.02
779887,-8.51,-5.02,-4.79,21.27,1026.02
780009,-8.51,-5.02,-4.79,21.27,1026.02
780131,-8.39,-5.06,-4.71,21.27,1026.03
780253,-8.47,-5.06,-4.71,21.27,1026.03
780375,-8.51,-5.02,-4.79,21.27,1026.03
780497,-8.47,-5.02,-4.75,21.27,1026.03
780617,-8.51,-5.02,-4.75,21.27,1026.03
780739,-8.51,-5.02,-4.75,21.27,1026.03
780861,-8.51,-5.06,-4.82,21.27,1026.03
780983,-8.47,-5.06,-4.79,21.27,1026.02
781105,-8.51,-5.02,-4.82,21.27,1026.01
781227,-8.51,-5.02,-4.71,21.27,1026.01
781348,-8.47,-5.02,-4.71,21.27,1026.00
781469,-8.51,-5.02,-4.75,21.27,1026.00
781591,-8.55,-5.06,-4.71,21.27,1026.00
781713,-8.47,-5.02,-4.71,21.27,1026.00
781835,-8.43,-5.06,-4.67,21.27,1026.01
781957,-8.47,-5.06,-4.75,21.27,1026.01
782078,-8.43,-5.02,-4.75,21.27,1026.00
782200,-8.55,-4.98,-4.71,21.27,1026.00
782321,-8.47,-5.02,-4.75,21.27,1026.00
782443,-8.47,-5.02,-4.71,21.27,1026.00
782565,-8.51,-5.02,-4.82,21.27,1026.00
782686,-8.47,-5.02,-4.75,21.26,1026.00
782808,-8.47,-5.06,-4.79,21.26,1026.00
782930,-8.47,-5.06,-4.79,21.26,1026.00
783051,-8.47,-5.06,-4.75,21.26,1026.00
783173,-8.47,-5.02,-4.79,21.26,1026.00
783295,-8.47,-5.06,-4.75,21.26,1026.00
783416,-8.51,-4.98,-4.71,21.26,1026.00
783538,-8.47,-5.02,-4.79,21.26,1026.00
783660,-8.43,-5.02,-4.71,21.26,1026.00
783782,-8.51,-5.02,-4.79,21.26,1026.00
783903,-8.47,-5.02,-4.71,21.26,1025.99
784025,-8.47,-5.06,-4.79,21.26,1025.99
784146,-8.47,-5.02,-4.75,21.26,1025.99
784268,-8.47,-5.02,-4.71,21.26,1025.99
784390,-8.43,-5.02,-4.75,21.26,1025.99
784512,-8.51,-5.02,-4.75,21.26,1025.99
784634,-8.43,-5.02,-4.79,21.26,1025.99
784755,-8.47,-5.02,-4.75,21.26,1025.99
784876,-8.51,-4.98,-4.71,21.26,1025.99
784998,-8.47,-5.02,-4.75,21.26,1025.99
785120,-8.51,-4.98,-4.75,21.26,1025.99
785242,-8.47,-5.02,-4.75,21.26,1025.99
785364,-8.51,-5.02,-4.79,21.26,1025.99
785486,-8.51,-4.98,-4.67,21.25,1025.99
785606,-8.51,-5.02,-4.79,21.25,1025.99
785728,-8.47,-5.06,-4.79,21.26,1025.99
785850,-8.51,-4.98,-4.79,21.26,1025.99
785972,-8.43,-5.06,-4.75,21.25,1025.99
786094,-8.43,-5.06,-4.79,21.25,1025.99
786215,-8.47,-5.02,-4.79,21.25,1025.99
786336,-8.47,-5.06,-4.79,21.25,1025.99
786458,-8.47,-5.02,-4.75,21.25,1025.99
786580,-8.51,-5.02,-4.79,21.25,1026.00
786702,-8.43,-5.02,-4.75,21.25,1025.99
786824,-8.47,-5.02,-4.71,21.25,1026.00
786945,-8.51,-5.02,-4.79,21.25,1026.00
787067,-8.47,-4.98,-4.71,21.25,1026.00
787188,-8.51,-5.02,-4.82,21.25,1026.00
787310,-8.47,-5.02,-4.75,21.25,1026.00
